Question_id,Title,Acceptance_rate,Difficulty,TopicTags,Link
278,First Bad Version,44.6%,Easy,"Binary Search, Interactive",https://leetcode.com/problems/first-bad-version/description
279,Perfect Squares,55.0%,Medium,"Math, Dynamic Programming, Breadth-First Search",https://leetcode.com/problems/perfect-squares/description
280,Wiggle Sort,67.7%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/wiggle-sort/description
281,Zigzag Iterator,64.1%,Medium,"Array, Design, Queue, Iterator",https://leetcode.com/problems/zigzag-iterator/description
282,Expression Add Operators,40.1%,Hard,"Math, String, Backtracking",https://leetcode.com/problems/expression-add-operators/description
283,Move Zeroes,61.9%,Easy,"Array, Two Pointers",https://leetcode.com/problems/move-zeroes/description
284,Peeking Iterator,59.7%,Medium,"Array, Design, Iterator",https://leetcode.com/problems/peeking-iterator/description
286,Walls and Gates,61.6%,Medium,"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/walls-and-gates/description
287,Find the Duplicate Number,61.1%,Medium,"Array, Two Pointers, Binary Search, Bit Manipulation",https://leetcode.com/problems/find-the-duplicate-number/description
288,Unique Word Abbreviation,26.4%,Medium,"Array, Hash Table, String, Design",https://leetcode.com/problems/unique-word-abbreviation/description
289,Game of Life,69.5%,Medium,"Array, Matrix, Simulation",https://leetcode.com/problems/game-of-life/description
290,Word Pattern,42.2%,Easy,"Hash Table, String",https://leetcode.com/problems/word-pattern/description
292,Nim Game,57.0%,Easy,"Math, Brainteaser, Game Theory",https://leetcode.com/problems/nim-game/description
293,Flip Game,64.6%,Easy,String,https://leetcode.com/problems/flip-game/description
294,Flip Game II,52.1%,Medium,"Math, Dynamic Programming, Backtracking, Memoization, Game Theory",https://leetcode.com/problems/flip-game-ii/description
295,Find Median from Data Stream,52.1%,Hard,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream",https://leetcode.com/problems/find-median-from-data-stream/description
296,Best Meeting Point,61.0%,Hard,"Array, Math, Sorting, Matrix",https://leetcode.com/problems/best-meeting-point/description
297,Serialize and Deserialize Binary Tree,57.1%,Hard,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",https://leetcode.com/problems/serialize-and-deserialize-binary-tree/description
298,Binary Tree Longest Consecutive Sequence,53.6%,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/description
299,Bulls and Cows,50.5%,Medium,"Hash Table, String, Counting",https://leetcode.com/problems/bulls-and-cows/description
300,Longest Increasing Subsequence,55.8%,Medium,"Array, Binary Search, Dynamic Programming",https://leetcode.com/problems/longest-increasing-subsequence/description
301,Remove Invalid Parentheses,48.4%,Hard,"String, Backtracking, Breadth-First Search",https://leetcode.com/problems/remove-invalid-parentheses/description
302,Smallest Rectangle Enclosing Black Pixels,59.0%,Hard,"Array, Binary Search, Depth-First Search, Breadth-First Search, Matrix",https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/description
303,Range Sum Query - Immutable,64.0%,Easy,"Array, Design, Prefix Sum",https://leetcode.com/problems/range-sum-query-immutable/description
305,Number of Islands II,39.9%,Hard,"Array, Hash Table, Union Find",https://leetcode.com/problems/number-of-islands-ii/description
306,Additive Number,31.8%,Medium,"String, Backtracking",https://leetcode.com/problems/additive-number/description
308,Range Sum Query 2D - Mutable,44.2%,Hard,"Array, Design, Binary Indexed Tree, Segment Tree, Matrix",https://leetcode.com/problems/range-sum-query-2d-mutable/description
309,Best Time to Buy and Sell Stock with Cooldown,58.6%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/description
310,Minimum Height Trees,41.8%,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/minimum-height-trees/description
312,Burst Balloons,59.3%,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/burst-balloons/description
313,Super Ugly Number,45.3%,Medium,"Array, Math, Dynamic Programming",https://leetcode.com/problems/super-ugly-number/description
314,Binary Tree Vertical Order Traversal,54.8%,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree",https://leetcode.com/problems/binary-tree-vertical-order-traversal/description
315,Count of Smaller Numbers After Self,42.5%,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",https://leetcode.com/problems/count-of-smaller-numbers-after-self/description
316,Remove Duplicate Letters,49.9%,Medium,"String, Stack, Greedy, Monotonic Stack",https://leetcode.com/problems/remove-duplicate-letters/description
317,Shortest Distance from All Buildings,43.4%,Hard,"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/shortest-distance-from-all-buildings/description
318,Maximum Product of Word Lengths,60.1%,Medium,"Array, String, Bit Manipulation",https://leetcode.com/problems/maximum-product-of-word-lengths/description
320,Generalized Abbreviation,58.5%,Medium,"String, Backtracking, Bit Manipulation",https://leetcode.com/problems/generalized-abbreviation/description
321,Create Maximum Number,30.4%,Hard,"Array, Two Pointers, Stack, Greedy, Monotonic Stack",https://leetcode.com/problems/create-maximum-number/description
322,Coin Change,44.3%,Medium,"Array, Dynamic Programming, Breadth-First Search",https://leetcode.com/problems/coin-change/description
323,Number of Connected Components in an Undirected Graph,63.0%,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph",https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/description
324,Wiggle Sort II,34.5%,Medium,"Array, Divide and Conquer, Greedy, Sorting, Quickselect",https://leetcode.com/problems/wiggle-sort-ii/description
326,Power of Three,46.8%,Easy,"Math, Recursion",https://leetcode.com/problems/power-of-three/description
327,Count of Range Sum,36.0%,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",https://leetcode.com/problems/count-of-range-sum/description
328,Odd Even Linked List,61.5%,Medium,Linked List,https://leetcode.com/problems/odd-even-linked-list/description
329,Longest Increasing Path in a Matrix,53.8%,Hard,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix",https://leetcode.com/problems/longest-increasing-path-in-a-matrix/description
330,Patching Array,53.1%,Hard,"Array, Greedy",https://leetcode.com/problems/patching-array/description
331,Verify Preorder Serialization of a Binary Tree,45.4%,Medium,"String, Stack, Tree, Binary Tree",https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/description
332,Reconstruct Itinerary,43.3%,Hard,"Depth-First Search, Graph, Eulerian Circuit",https://leetcode.com/problems/reconstruct-itinerary/description
334,Increasing Triplet Subsequence,39.6%,Medium,"Array, Greedy",https://leetcode.com/problems/increasing-triplet-subsequence/description
336,Palindrome Pairs,35.4%,Hard,"Array, Hash Table, String, Trie",https://leetcode.com/problems/palindrome-pairs/description
337,House Robber III,54.3%,Medium,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/house-robber-iii/description
338,Counting Bits,78.5%,Easy,"Dynamic Programming, Bit Manipulation",https://leetcode.com/problems/counting-bits/description
340,Longest Substring with At Most K Distinct Characters,48.9%,Medium,"Hash Table, String, Sliding Window",https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/description
341,Flatten Nested List Iterator,64.6%,Medium,"Stack, Tree, Depth-First Search, Design, Queue, Iterator",https://leetcode.com/problems/flatten-nested-list-iterator/description
343,Integer Break,60.5%,Medium,"Math, Dynamic Programming",https://leetcode.com/problems/integer-break/description
344,Reverse String,78.8%,Easy,"Two Pointers, String",https://leetcode.com/problems/reverse-string/description
345,Reverse Vowels of a String,53.6%,Easy,"Two Pointers, String",https://leetcode.com/problems/reverse-vowels-of-a-string/description
346,Moving Average from Data Stream,78.6%,Easy,"Array, Design, Queue, Data Stream",https://leetcode.com/problems/moving-average-from-data-stream/description
347,Top K Frequent Elements,63.0%,Medium,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect",https://leetcode.com/problems/top-k-frequent-elements/description
348,Design Tic-Tac-Toe,58.1%,Medium,"Array, Hash Table, Design, Matrix, Simulation",https://leetcode.com/problems/design-tic-tac-toe/description
349,Intersection of Two Arrays,74.8%,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/intersection-of-two-arrays/description
350,Intersection of Two Arrays II,58.5%,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/intersection-of-two-arrays-ii/description
351,Android Unlock Patterns,51.9%,Medium,"Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",https://leetcode.com/problems/android-unlock-patterns/description
353,Design Snake Game,38.8%,Medium,"Array, Hash Table, Design, Queue, Simulation",https://leetcode.com/problems/design-snake-game/description
354,Russian Doll Envelopes,37.1%,Hard,"Array, Binary Search, Dynamic Programming, Sorting",https://leetcode.com/problems/russian-doll-envelopes/description
356,Line Reflection,35.7%,Medium,"Array, Hash Table, Math",https://leetcode.com/problems/line-reflection/description
357,Count Numbers with Unique Digits,53.2%,Medium,"Math, Dynamic Programming, Backtracking",https://leetcode.com/problems/count-numbers-with-unique-digits/description
358,Rearrange String k Distance Apart,38.9%,Hard,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting",https://leetcode.com/problems/rearrange-string-k-distance-apart/description
359,Logger Rate Limiter,76.0%,Easy,"Hash Table, Design, Data Stream",https://leetcode.com/problems/logger-rate-limiter/description
360,Sort Transformed Array,55.9%,Medium,"Array, Math, Two Pointers, Sorting",https://leetcode.com/problems/sort-transformed-array/description
361,Bomb Enemy,51.8%,Medium,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/bomb-enemy/description
362,Design Hit Counter,68.8%,Medium,"Array, Binary Search, Design, Queue, Data Stream",https://leetcode.com/problems/design-hit-counter/description
363,Max Sum of Rectangle No Larger Than K,44.2%,Hard,"Array, Binary Search, Matrix, Prefix Sum, Ordered Set",https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k/description
365,Water and Jug Problem,41.0%,Medium,"Math, Depth-First Search, Breadth-First Search",https://leetcode.com/problems/water-and-jug-problem/description
366,Find Leaves of Binary Tree,80.6%,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/find-leaves-of-binary-tree/description
367,Valid Perfect Square,43.8%,Easy,"Math, Binary Search",https://leetcode.com/problems/valid-perfect-square/description
368,Largest Divisible Subset,45.5%,Medium,"Array, Math, Dynamic Programming, Sorting",https://leetcode.com/problems/largest-divisible-subset/description
369,Plus One Linked List,61.1%,Medium,"Linked List, Math",https://leetcode.com/problems/plus-one-linked-list/description
370,Range Addition,71.7%,Medium,"Array, Prefix Sum",https://leetcode.com/problems/range-addition/description
373,Find K Pairs with Smallest Sums,40.0%,Medium,"Array, Heap (Priority Queue)",https://leetcode.com/problems/find-k-pairs-with-smallest-sums/description
374,Guess Number Higher or Lower,53.8%,Easy,"Binary Search, Interactive",https://leetcode.com/problems/guess-number-higher-or-lower/description
375,Guess Number Higher or Lower II,49.4%,Medium,"Math, Dynamic Programming, Game Theory",https://leetcode.com/problems/guess-number-higher-or-lower-ii/description
377,Combination Sum IV,54.2%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/combination-sum-iv/description
378,Kth Smallest Element in a Sorted Matrix,62.6%,Medium,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix",https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/description
379,Design Phone Directory,51.8%,Medium,"Array, Hash Table, Linked List, Design, Queue",https://leetcode.com/problems/design-phone-directory/description
380,Insert Delete GetRandom O(1),54.5%,Medium,"Array, Hash Table, Math, Design, Randomized",https://leetcode.com/problems/insert-delete-getrandom-o1/description
382,Linked List Random Node,63.3%,Medium,"Linked List, Math, Reservoir Sampling, Randomized",https://leetcode.com/problems/linked-list-random-node/description
383,Ransom Note,62.0%,Easy,"Hash Table, String, Counting",https://leetcode.com/problems/ransom-note/description
384,Shuffle an Array,58.4%,Medium,"Array, Math, Randomized",https://leetcode.com/problems/shuffle-an-array/description
387,First Unique Character in a String,62.3%,Easy,"Hash Table, String, Queue, Counting",https://leetcode.com/problems/first-unique-character-in-a-string/description
388,Longest Absolute File Path,47.6%,Medium,"String, Stack, Depth-First Search",https://leetcode.com/problems/longest-absolute-file-path/description
389,Find the Difference,59.6%,Easy,"Hash Table, String, Bit Manipulation, Sorting",https://leetcode.com/problems/find-the-difference/description
391,Perfect Rectangle,33.9%,Hard,"Array, Line Sweep",https://leetcode.com/problems/perfect-rectangle/description
